@RELATION rabc_features

@ATTRIBUTE task_id NUMERIC
@ATTRIBUTE psy_feature1 NUMERIC
@ATTRIBUTE psy_feature2 NUMERIC
@ATTRIBUTE psy_feature3 NUMERIC
@ATTRIBUTE psy_feature4 NUMERIC
@ATTRIBUTE psy_feature5 NUMERIC
@ATTRIBUTE psy_feature6 NUMERIC
@ATTRIBUTE psy_feature7 NUMERIC
@ATTRIBUTE psy_feature8 NUMERIC
@ATTRIBUTE psy_feature9 NUMERIC
@ATTRIBUTE psy_feature10 NUMERIC
@ATTRIBUTE psy_feature11 NUMERIC
@ATTRIBUTE psy_feature12 NUMERIC
@ATTRIBUTE psy_feature13 NUMERIC
@ATTRIBUTE psy_feature14 NUMERIC
@ATTRIBUTE psy_feature15 NUMERIC
@ATTRIBUTE psy_feature16 NUMERIC
@ATTRIBUTE psy_feature17 NUMERIC
@ATTRIBUTE psy_feature18 NUMERIC
@ATTRIBUTE child_feature1 NUMERIC
@ATTRIBUTE child_feature2 NUMERIC
@ATTRIBUTE child_feature3 NUMERIC
@ATTRIBUTE child_feature4 NUMERIC
@ATTRIBUTE child_feature5 NUMERIC
@ATTRIBUTE child_feature6 NUMERIC
@ATTRIBUTE child_feature7 NUMERIC
@ATTRIBUTE child_feature8 NUMERIC
@ATTRIBUTE child_feature9 NUMERIC
@ATTRIBUTE child_feature10 NUMERIC
@ATTRIBUTE child_feature11 NUMERIC
@ATTRIBUTE child_feature12 NUMERIC
@ATTRIBUTE child_feature13 NUMERIC
@ATTRIBUTE child_feature14 NUMERIC
@ATTRIBUTE child_feature15 NUMERIC
@ATTRIBUTE child_feature16 NUMERIC
@ATTRIBUTE child_feature17 NUMERIC
@ATTRIBUTE child_feature18 NUMERIC
@ATTRIBUTE joint_feature1 NUMERIC
@ATTRIBUTE joint_feature2 NUMERIC
@ATTRIBUTE class {0,1,2}

@DATA
5.000000000000000000e+00,7.000000000000000000e+00,7.403314917127071793e-01,-2.094096909067249823e-01,7.598462096552356382e-01,7.094786859000000945e+00,-2.163426238499999987e-01,-1.143149987335043971e-01,8.479421674397285003e-01,4.619545861999999836e+00,-1.038225070000000083e-01,-1.312600347451470251e-01,4.475809134153282964e-01,5.018119148000000251e+00,-1.976905042000000057e-01,-1.284138442066118900e-02,4.415163271653243515e-01,4.452655609999999875e+00,-2.641137100999999682e-02,1.000000000000000000e+00,5.819521178637200587e-02,-2.130944644145316702e-01,1.935235378597620404e+00,5.643106118700000451e+00,1.556255667499999995e-01,-1.020131078140506242e-01,1.181243827253602996e+00,4.419369845000000296e+00,-1.393159426500000242e-01,8.447449506016003222e-07,1.000000250555919568e+00,4.023518644000000144e+00,2.304394372000000135e-01,-2.571930801956030864e-07,4.974403204641502166e-03,2.159315253999999906e-01,3.480881130999999816e-03,9.580932400030938156e-01,1.000000000000000000e+00,1
3.000000000000000000e+00,8.000000000000000000e+00,1.225768321513002329e-01,-2.056438259849280858e-01,4.942150462379348852e-01,2.717922547999999772e+00,-2.185285884000000012e-01,-4.935324229674499241e-01,6.657249321729639124e-01,4.067259020999999919e+00,-4.921564328999999960e-01,1.491259600514912576e-01,2.214111300149538053e+00,6.405383430000000544e+00,-5.215698903000000053e-01,-1.585322398379032660e-01,6.214171412867174338e-01,6.850257770999999885e+00,-4.026506939000000229e-01,6.000000000000000000e+00,4.881796690307328712e-02,2.003511135135351284e-01,1.190544688083542191e+00,4.217031461000000370e+00,4.093491131000000227e-02,-1.591698748685545228e-01,8.695408116116443153e-01,3.776796172000000062e+00,-1.451823056000000056e-01,-2.820494080440471008e-01,6.145895816235128484e-01,3.266799594000000084e+00,-2.775886109999999851e-01,-5.708688100248113934e-02,4.589926721139324373e-02,7.221573740000000186e-01,3.140385905000000338e-02,1.387686133699440161e+00,1.000000000000000000e+00,1
5.000000000000000000e+00,7.000000000000000000e+00,6.935832732516221677e-01,1.219518999914017271e-01,1.318700376871704716e+00,5.802986589999999723e+00,-1.890294105499999988e-01,-1.801942053508124100e-02,6.798556111017176606e-01,4.769556769999999446e+00,3.363314690000000079e-02,-3.721331462256087241e-01,1.329953422872315050e-01,2.620376187799999812e+00,-4.346916247000000011e-01,-5.183394895894681831e-01,4.027295249259534304e-01,9.190313507999999132e+00,-4.074519026000000266e-01,2.000000000000000000e+00,6.092285508291275797e-02,-4.896161595731360339e-01,1.965301360362980698e-01,2.180621761999999908e+00,-4.833039779000000147e-01,3.889782566613020909e-01,1.105596649401853648e+00,4.588785550999999963e+00,3.106501292000000136e-01,3.862449423579592533e-01,1.269665839710492072e+00,2.592471159200000042e+00,-4.646373113999999749e-01,7.781327661648392013e-02,1.528284120253082211e-02,1.231669816799999984e+00,1.042347478999999938e-01,9.789136824193673814e-01,1.000000000000000000e+00,0
1.000000000000000000e+00,2.000000000000000000e+00,5.584158415841584677e-01,-1.632564517237139468e-01,5.086933472342919371e-01,4.538521803000000077e+00,-2.598790237999999975e-01,1.485367476690105382e-01,7.688459711126794938e-01,6.216590562000000375e+00,2.681167293499999715e-01,-6.141538639786253695e-01,1.296707597685065050e-01,1.391359691899999973e+00,-8.090514272000000062e-01,-9.556823116047409306e-01,1.195139536432486549e-01,1.515616950100000082e+00,-1.057084673999999946e+00,1.000000000000000000e+00,1.663366336633663456e-01,3.237552080090833062e-01,2.938143804485543117e-02,7.894379825099999692e-01,3.472172517999999597e-01,-3.905486471756666189e-01,2.224926283860560738e-01,1.546246317440000073e+00,-1.219589549500000036e-01,-6.993650520095234802e-01,1.973030305726564126e-02,4.681172184999999875e-01,-7.539451225000000090e-01,-5.176463752855953865e-02,5.002644499460599499e-04,1.228998258310000091e-01,-4.313133664999999756e-02,8.272557951663935816e-01,0.000000000000000000e+00,0
2.000000000000000000e+00,8.000000000000000000e+00,3.128272251308900631e-01,-6.814090482456754312e-03,9.034209363290887085e-01,3.969727497000000049e+00,-1.692470339500000073e-02,1.909926442541248215e-01,1.247852505307678550e+00,4.699921246000000608e+00,4.123483397999999633e-01,-9.614184550038068489e-02,1.052744492739349003e+00,4.678845930999999680e+00,1.159604323999999936e-01,1.408628608479309263e-01,9.848552878899382579e-01,4.934778209000000082e+00,1.058953462000000040e-01,3.000000000000000000e+00,4.210296684118673693e-02,-1.680657109223582524e-01,1.813845595265728194e+00,4.053502477000000326e+00,-5.163761183999999727e-01,8.047377715298157375e-01,8.426610817865882730e-01,3.335080913999999730e+00,1.323933127999999959e+00,6.187900028292951937e-01,1.274355543471648033e+00,4.311853574599999739e+00,3.257825320000000136e-01,1.243048741545233066e-01,1.581941561495537329e-01,1.511001581499999968e+00,4.147768778000000128e-02,1.167783970155608309e+00,2.000000000000000000e+00,0
3.000000000000000000e+00,1.200000000000000000e+01,1.809823091247672322e-01,1.098748775123260524e-01,1.033372520079743673e+00,4.502463049999999356e+00,-4.289729326999999759e-02,-2.241528388158161023e-01,8.303591866675591460e-01,4.616659689000000455e+00,-1.873213760999999922e-01,5.805711339581637320e-01,1.586233592929798819e+00,6.987533678000000137e+00,3.322890846000000065e-01,5.435961738859468317e-01,1.116678522782773131e+00,7.031617817999999964e+00,4.702957524999999972e-01,2.000000000000000000e+00,1.454841713221601517e-02,3.431692547927998604e-01,4.935195770785169578e-02,6.954959267999999417e-01,2.301441736000000016e-01,-5.141263665111761583e-01,3.822130638291295068e-01,1.931888494699999903e+00,-4.320797965000000018e-01,-6.771362611519994301e-01,3.099903063427866812e-02,5.457446968999999370e-01,-6.539703396999999585e-01,-1.943968596647437375e-01,1.217488930682251481e-02,4.295473336800000319e-01,-2.086567715000000045e-01,1.409337974083403111e+00,1.000000000000000000e+00,1
5.000000000000000000e+00,7.000000000000000000e+00,6.680576631259483866e-01,-1.559431621649044475e-01,9.490449069645525704e-01,4.498704277999999945e+00,-2.981745204999999843e-01,-3.532347175613781420e-02,7.224663185677093757e-01,4.109006553000000395e+00,1.533917976999999988e-01,-2.866756717055907733e-01,1.772463442515545551e-01,1.834656109800000046e+00,-2.534532495500000371e-01,-4.237741238597574345e-01,4.246506527219847116e-01,3.746667126000000181e+00,-4.020729384000000239e-01,2.000000000000000000e+00,2.352048558421851454e-02,-8.038231299532254681e-01,1.498232819452764764e+00,2.884807827200000396e+00,-6.336420461999999754e-01,-6.027648828766128952e-01,4.840351896487199435e-01,2.243854892899999953e+00,-5.445656117499999560e-01,2.633581905074074414e-01,4.632795331854694214e-03,2.834579135999999444e-01,2.458027057999999931e-01,1.489975682848148353e-01,1.514229057291136427e-03,1.394363144099999841e-01,1.388503127000000059e-01,9.302150204965581315e-01,1.000000000000000000e+00,0
3.000000000000000000e+00,8.000000000000000000e+00,9.323843416370106163e-02,3.534059538914792742e-01,9.756757453597811880e-01,4.198062005999999791e+00,1.547158033000000099e-01,3.850947724978687203e-01,5.063371145558079878e-01,4.144403179900000289e+00,2.090085624999999947e-01,5.288395960164220533e-01,7.732436430679806572e-01,3.400503044999999780e+00,2.078748916000000002e-01,2.725875323129217653e-01,4.728125157607066531e-01,2.923894436000000319e+00,2.032019566000000110e-01,4.000000000000000000e+00,4.323843416370106579e-02,3.827270575460442412e-07,9.999995585802745612e-01,3.010353185000000042e+00,-7.514391379000000259e-02,1.215439309690132605e-06,1.000000233528687055e+00,5.910177687000000013e+00,-4.383238795999999660e-02,-2.070588573452089779e-07,1.000000199747972385e+00,5.373506617799999496e+00,-1.979537426999999905e-01,2.098647967503820225e-07,3.177778484846811857e-02,8.248887685000000358e-01,5.859514062499999662e-03,1.843687014513204270e+00,1.000000000000000000e+00,1
1.000000000000000000e+00,2.000000000000000000e+00,5.578673602080623795e-01,-2.328148104052375211e-01,6.272555559738414166e-01,4.094864012000000386e+00,-3.060553994999999916e-01,8.094067635491796198e-01,1.298902954899087803e+00,9.991233857999999302e+00,9.357248800999999894e-01,-4.989648684115073340e-01,4.609580246700689665e-02,1.137641354499999924e+00,-5.295494662999999935e-01,-1.863498866278257282e-01,3.135854437180888438e-02,1.194829831999999925e+00,-1.677250378000000042e-01,2.000000000000000000e+00,7.958387516254876726e-01,-9.127508894279566520e-02,1.010216867010281350e+00,3.438597961999999786e+00,-1.050167327999999983e-01,2.314244835904620545e-01,1.228736039934540170e+00,5.536044253000000026e+00,-3.965173408000000066e-02,4.248400612419749311e-01,2.206808862977679198e+00,7.164309980999999716e+00,-3.804937568499999756e-01,1.614117691200329385e-01,1.683014201588540759e-01,1.397787696700000026e+00,-6.100960702499999555e-02,1.259722191055359763e+00,2.000000000000000000e+00,2
2.000000000000000000e+00,8.000000000000000000e+00,3.481666073335706879e-01,-2.558081537669456562e-01,6.988475423243700746e-01,4.251957158999999820e+00,-2.485472678500000032e-01,5.992761182178681922e-01,1.172865643272917202e+00,5.138785516000000442e+00,7.866739999499999803e-01,-5.182689340384419863e-01,7.882846710102108245e-01,6.812662422000000717e+00,-6.044506685999999629e-01,-6.237572505297593883e-01,1.242831879949311435e+00,6.806441443999999841e+00,-2.647438565999999938e-01,1.200000000000000000e+01,2.819508721965112152e-01,-6.937406477007718175e-02,8.351960160924825072e-01,3.888483176999999902e+00,-1.990949156500000095e-01,4.339508264724047798e-02,9.764722291397048837e-01,5.282432675999999994e+00,-1.190889319000000002e-01,-1.794405723725994439e-01,5.093701097727584282e-01,4.544542964999999768e+00,-3.076220766499999648e-01,-5.757764808315592175e-02,3.092196555836065550e-02,1.966778564299999754e+00,-9.990145290999999372e-02,1.431197719095594900e+00,3.000000000000000000e+00,2
3.000000000000000000e+00,7.000000000000000000e+00,1.460964019008825499e-01,1.270974086264964609e-01,1.591687397112545588e+00,4.352922509999999967e+00,3.850031680500000109e-01,-5.558739438086242046e-01,6.977852154260646422e-01,4.135189583999999918e+00,-6.872730692999999835e-01,5.917753266753789099e-01,2.369763997759246177e+00,7.758543151000000471e+00,8.900176699500000899e-02,4.952998754220140354e-01,3.077946477861849828e-01,6.967091024900000207e+00,4.016896865000000316e-01,2.000000000000000000e+00,2.077393075356415500e-02,-9.671515241306005706e-01,6.863450297958597623e-01,2.083785939099999762e+00,-1.476351393000000067e+00,-5.546989352959414976e-01,4.772568491827143267e-01,3.494037355999999761e+00,-6.021720473999999657e-01,-5.054596547000000939e-01,1.232595164407830946e-32,0.000000000000000000e+00,-5.054596546999999829e-01,-1.515991505000000295e-01,7.703719777548943412e-34,0.000000000000000000e+00,-1.515991505000000017e-01,1.208074275968838984e+00,0.000000000000000000e+00,2
5.000000000000000000e+00,7.000000000000000000e+00,7.362218370883881757e-01,9.955741333759040093e-03,9.620572005362746371e-01,4.445478492999999531e+00,3.151102620999999930e-03,-2.271735161116084367e-01,5.574116228669008244e-01,4.763554743000000258e+00,-2.508818245499999655e-01,5.744508253544673010e-02,3.887904435799248160e-01,3.600730011000000452e+00,4.064385655999999680e-02,3.311522930998218595e-01,6.794134128434385911e-01,3.695992095999999894e+00,3.174209615999999956e-01,2.000000000000000000e+00,1.559792027729636071e-02,-1.782292649741333557e-01,1.599069475840661780e-01,1.135090194400000030e+00,-4.858010012999999794e-01,1.600010779866667052e-02,3.836663826926100529e-01,2.348204093999999742e+00,-1.275006123999999907e-01,-4.584705162930233779e-01,4.050837466519519904e-03,3.215989853000000287e-01,-4.470418615000000262e-01,-1.512621221395349103e-01,1.029251679837996786e-03,1.569375570300000078e-01,-1.590824053999999876e-01,1.018084345270322544e+00,1.000000000000000000e+00,0
2.000000000000000000e+00,1.100000000000000000e+01,3.926412160994990352e-01,-1.039516089579649782e-03,9.656277469392454682e-01,5.381119623000000018e+00,-9.343189444999999704e-02,3.858930057601679398e-01,1.062562792460261418e+00,4.516361461999999882e+00,6.114514580000000032e-01,-4.426687611633108727e-02,1.378883190447855345e+00,4.737869080999999483e+00,2.227140729000000041e-01,1.618594956223115555e-01,1.214901990398490117e+00,5.582356857999999811e+00,3.735520246999999849e-01,1.000000000000000000e+00,2.435653826222145338e-02,-8.868220672837262564e-01,1.254478668734266389e+00,4.175038376999999912e+00,-1.313144381000000083e+00,1.219584269766666340e+00,1.785356411651117803e-01,1.842278496899999896e+00,1.322485726000000028e+00,1.279972565480836710e+00,3.961754947994196585e-01,2.223622721379999945e+00,1.428821281999999915e+00,3.521496561475177534e-01,5.007415554204517651e-03,3.089107356000000415e-01,3.668213323999999775e-01,1.474760341018938936e+00,1.000000000000000000e+00,1
3.000000000000000000e+00,9.000000000000000000e+00,1.838247405699225956e-01,-6.024295633183367471e-01,7.041901242713864972e-01,3.762811750000000011e+00,-9.400663416000000216e-01,-8.384814569089402703e-01,5.954271075404153901e-01,3.752935650000000400e+00,-1.051597336499999980e+00,2.442404481141022821e-01,1.050929227623911943e+00,6.474843272000000205e+00,1.548730682500000233e-01,2.083756447045520266e-01,8.802227547713831202e-01,5.936489224000000675e+00,-1.159548453999999966e-03,1.000000000000000000e+00,9.059463020919124310e-03,-1.110952871303090700e-01,3.865361502274242134e-02,6.212022001000000460e-01,-2.779344088999999990e-02,4.714858644545495692e-03,5.206076978744090811e-01,2.624264349199999735e+00,2.211370706999999936e-01,-6.811520138236367705e-01,6.175344325780193983e-04,1.347650134999999194e-01,-6.749002144000000314e-01,-2.801817694818179993e-01,4.148894510830007570e-06,1.156837750000000442e-02,-2.796756927999999864e-01,9.958206285684753079e-01,0.000000000000000000e+00,1
5.000000000000000000e+00,6.000000000000000000e+00,7.212825933756166208e-01,1.546766582456542971e-01,1.061911816036280598e+00,4.589114601000000349e+00,1.839437922999999919e-01,-1.932915993708989033e-02,7.470231695684543816e-01,4.083153513000000068e+00,1.345593560999999994e-01,-9.796345379240579965e-02,6.968942260396074895e-01,3.916442862999999885e+00,-2.637853837999999951e-01,-3.829123800658496557e-01,4.811693222536664316e-01,3.376650682000000181e+00,-4.322152759999999816e-01,2.000000000000000000e+00,2.043692741367160101e-02,-7.477748479077584998e-01,6.826807935665578642e-01,1.847767136800000154e+00,-1.675414202500000171e-01,-4.526651819517242270e-01,8.627329282452302905e-01,2.573844438400000101e+00,-6.868322338499999180e-01,-3.888548673333333539e-01,2.402744839889051705e-04,6.639158750000001552e-02,-3.855518032999999956e-01,-1.473154252809524001e-01,3.666588902915797824e-04,6.239912730000000962e-02,-1.393127121999999940e-01,1.001498569108206338e+00,1.000000000000000000e+00,0
